  QueueTimes | ServiceTimes | SojournTimes
    1315.508 |        0.426 |     1315.934
    1314.886 |        0.421 |     1315.307
    1315.273 |        0.407 |     1315.680
    1313.827 |        0.521 |     1314.348
    1314.120 |        0.612 |     1314.732
    1314.522 |        0.783 |     1315.306
    1314.404 |        0.567 |     1314.971
    1315.028 |        0.578 |     1315.606
    1315.779 |        0.518 |     1316.297
    1316.613 |        0.522 |     1317.135
    1317.293 |        0.579 |     1317.872
    1316.928 |        0.582 |     1317.509
    1316.820 |        0.577 |     1317.397
    1317.793 |        0.795 |     1318.588
    1318.431 |        0.502 |     1318.932
    1318.252 |        0.513 |     1318.765
    1318.428 |        0.428 |     1318.856
    1317.303 |        0.441 |     1317.744
    1317.808 |        0.441 |     1318.249
    1317.972 |        0.454 |     1318.427
    1317.881 |        0.422 |     1318.303
    1318.599 |        0.423 |     1319.022
    1318.876 |        0.407 |     1319.283
    1318.846 |        0.442 |     1319.289
    1319.278 |        0.501 |     1319.779
    1320.076 |        0.511 |     1320.587
    1319.273 |        0.490 |     1319.764
    1319.645 |        0.482 |     1320.126
    1318.354 |        0.449 |     1318.803
    1318.870 |        0.446 |     1319.316
    1319.238 |        0.438 |     1319.675
    1319.489 |        0.430 |     1319.919
    1319.302 |        0.482 |     1319.784
    1319.493 |        0.478 |     1319.971
    1320.231 |        0.418 |     1320.649
    1319.028 |        0.427 |     1319.455
    1319.232 |        0.463 |     1319.694
    1319.951 |        0.521 |     1320.473
    1320.786 |        0.948 |     1321.734
    1321.058 |        0.494 |     1321.553
    1320.661 |        0.433 |     1321.094
    1320.672 |        0.436 |     1321.108
    1320.653 |        0.439 |     1321.092
    1321.385 |        0.460 |     1321.845
    1322.168 |        0.425 |     1322.593
    1322.006 |        0.422 |     1322.428
    1322.414 |        0.443 |     1322.858
    1321.339 |        0.427 |     1321.767
    1321.599 |        0.462 |     1322.061
    1321.564 |        0.631 |     1322.195
    1321.245 |        0.541 |     1321.786
    1320.219 |        0.512 |     1320.732
    1320.091 |        0.428 |     1320.519
    1319.527 |        0.422 |     1319.949
    1320.088 |        0.451 |     1320.539
    1317.594 |        0.451 |     1318.046
    1317.301 |        0.440 |     1317.742
    1316.425 |        0.428 |     1316.853
    1317.024 |        0.423 |     1317.447
    1316.695 |        0.414 |     1317.110
    1316.747 |        0.525 |     1317.273
    1317.417 |        0.612 |     1318.029
    1316.793 |        0.551 |     1317.343
    1316.573 |        0.501 |     1317.074
    1317.069 |        0.473 |     1317.542
    1316.627 |        0.485 |     1317.112
    1317.084 |        0.416 |     1317.500
    1317.268 |        0.431 |     1317.699
    1317.494 |        0.468 |     1317.962
    1317.361 |        0.474 |     1317.835
    1318.072 |        0.425 |     1318.497
    1318.624 |        0.450 |     1319.074
    1315.170 |        0.610 |     1315.780
    1315.878 |        0.748 |     1316.626
    1316.390 |        0.501 |     1316.892
    1316.050 |        0.452 |     1316.502
    1315.359 |        0.435 |     1315.793
    1314.771 |        0.453 |     1315.224
    1314.999 |        0.441 |     1315.440
    1315.734 |        0.414 |     1316.148
    1313.687 |        0.422 |     1314.109
    1314.447 |        0.432 |     1314.879
    1314.895 |        0.509 |     1315.404
    1313.469 |        0.517 |     1313.986
    1314.240 |        0.577 |     1314.817
    1314.985 |        0.500 |     1315.485
    1315.698 |        0.492 |     1316.191
    1314.970 |        0.460 |     1315.431
    1315.116 |        0.434 |     1315.550
    1314.600 |        0.427 |     1315.027
    1314.076 |        0.431 |     1314.507
    1314.676 |        0.464 |     1315.140
    1314.814 |        0.450 |     1315.264
    1315.067 |        0.548 |     1315.615
    1315.759 |        0.520 |     1316.279
    1316.257 |        0.539 |     1316.797
    1315.747 |        0.488 |     1316.236
    1316.174 |        0.460 |     1316.635
    1316.489 |        0.418 |     1316.906
    1313.726 |        0.435 |     1314.161
    1314.366 |        0.466 |     1314.832
    1314.603 |        0.466 |     1315.069
    1314.931 |        0.413 |     1315.344
    1315.401 |        0.412 |     1315.814
    1315.920 |        0.442 |     1316.361
    1316.208 |        0.497 |     1316.705
    1316.504 |        0.499 |     1317.003
    1316.236 |        0.507 |     1316.743
    1316.864 |        0.499 |     1317.363
    1316.273 |        0.522 |     1316.795
    1316.606 |        0.499 |     1317.105
    1315.864 |        0.432 |     1316.296
    1316.576 |        0.439 |     1317.015
    1317.085 |        0.421 |     1317.506
    1317.255 |        0.466 |     1317.722
    1317.097 |        0.479 |     1317.576
    1312.324 |        0.493 |     1312.817
    1312.947 |        0.812 |     1313.759
    1313.384 |        0.501 |     1313.885
    1313.040 |        0.478 |     1313.519
    1313.700 |        0.430 |     1314.130
    1313.138 |        0.421 |     1313.560
    1312.630 |        0.433 |     1313.063
    1311.942 |        0.469 |     1312.411
    1310.671 |        0.413 |     1311.085
    1310.434 |        0.439 |     1310.873
    1310.890 |        0.418 |     1311.307
    1309.655 |        0.451 |     1310.106
    1308.829 |        0.463 |     1309.293
    1308.576 |        0.516 |     1309.091
    1308.552 |        0.769 |     1309.321
    1309.415 |        0.518 |     1309.932
    1309.817 |        0.479 |     1310.297
    1308.674 |        0.442 |     1309.116
    1309.297 |        0.419 |     1309.716
    1310.010 |        0.405 |     1310.416
    1310.031 |        0.447 |     1310.478
    1310.347 |        0.433 |     1310.780
    1310.340 |        0.412 |     1310.752
    1311.085 |        0.420 |     1311.505
    1311.286 |        0.417 |     1311.703
    1311.814 |        0.486 |     1312.299
    1311.291 |        0.531 |     1311.822
    1311.032 |        0.603 |     1311.635
    1312.097 |        0.601 |     1312.698
    1310.201 |        0.522 |     1310.723
    1309.908 |        0.489 |     1310.398
    1307.602 |        0.421 |     1308.023
    1307.133 |        0.413 |     1307.546
    1307.359 |        0.420 |     1307.779
    1307.784 |        0.485 |     1308.268
    1307.437 |        0.473 |     1307.911
    1306.276 |        0.421 |     1306.698
    1305.414 |        0.440 |     1305.854
    1304.687 |        0.605 |     1305.292
    1305.496 |        0.603 |     1306.099
    1304.709 |        0.678 |     1305.387
    1304.054 |        0.508 |     1304.562
    1302.949 |        0.464 |     1303.413
    1298.209 |        0.433 |     1298.642
    1298.521 |        0.428 |     1298.949
    1299.279 |        0.422 |     1299.701
    1299.359 |        0.421 |     1299.780
    1299.566 |        0.449 |     1300.015
    1299.097 |        0.427 |     1299.525
    1299.068 |        0.410 |     1299.478
    1299.756 |        0.418 |     1300.173
    1299.789 |        0.411 |     1300.200
    1298.508 |        0.442 |     1298.950
    1297.163 |        0.434 |     1297.597
    1296.534 |        0.404 |     1296.938
    1297.021 |        0.415 |     1297.436
    1297.013 |        0.394 |     1297.406
    1293.432 |        0.424 |     1293.856
    1293.848 |        0.436 |     1294.284
    1291.951 |        0.438 |     1292.389
    1292.122 |        0.413 |     1292.535
    1292.109 |        0.427 |     1292.537
    1292.306 |        0.415 |     1292.721
    1292.853 |        0.430 |     1293.283
    1292.666 |        0.423 |     1293.089
    1293.210 |        0.439 |     1293.649
    1293.861 |        0.413 |     1294.273
    1293.903 |        0.429 |     1294.332
    1294.364 |        0.430 |     1294.794
    1293.649 |        0.441 |     1294.091
    1294.213 |        0.401 |     1294.614
    1292.727 |        0.421 |     1293.148
    1293.166 |        0.416 |     1293.582
    1292.133 |        0.438 |     1292.571
    1292.423 |        0.423 |     1292.846
    1292.531 |        0.401 |     1292.933
    1292.237 |        0.400 |     1292.637
    1292.770 |        0.432 |     1293.201
    1293.104 |        0.454 |     1293.558
    1293.379 |        0.432 |     1293.811
    1293.552 |        0.408 |     1293.960
    1293.934 |        0.404 |     1294.338
    1294.268 |        0.400 |     1294.668
    1288.967 |        0.482 |     1289.449
    1289.528 |        0.440 |     1289.967
    1290.342 |        0.419 |     1290.761
    1290.205 |        0.411 |     1290.617
    1290.400 |        0.406 |     1290.806
    1289.133 |        0.431 |     1289.564
    1289.220 |        0.450 |     1289.670
    1289.319 |        0.408 |     1289.726
    1289.054 |        0.409 |     1289.462
    1284.541 |        0.407 |     1284.948
    1284.301 |        0.455 |     1284.755
    1284.116 |        0.428 |     1284.544
    1282.945 |        0.416 |     1283.361
    1283.584 |        0.402 |     1283.986
    1279.486 |        0.413 |     1279.899
    1278.457 |        0.433 |     1278.891
    1276.928 |        0.427 |     1277.355
    1277.601 |        0.414 |     1278.015
    1277.739 |        0.401 |     1278.140
    1278.316 |        0.418 |     1278.734
    1278.945 |        0.413 |     1279.359
    1279.263 |        0.439 |     1279.702
    1278.659 |        0.432 |     1279.090
    1279.268 |        0.446 |     1279.714
    1279.788 |        0.425 |     1280.213
    1280.018 |        0.534 |     1280.552
    1280.959 |        0.485 |     1281.444
    1281.015 |        0.449 |     1281.464
    1280.759 |        0.411 |     1281.170
    1281.182 |        0.406 |     1281.588
    1281.793 |        0.446 |     1282.239
    1281.905 |        0.428 |     1282.332
    1282.611 |        0.435 |     1283.046
    1282.744 |        0.429 |     1283.173
    1281.956 |        0.412 |     1282.368
    1282.365 |        0.435 |     1282.800
    1282.616 |        0.426 |     1283.042
    1282.266 |        0.428 |     1282.695
    1282.581 |        0.413 |     1282.994
    1283.082 |        0.406 |     1283.488
    1283.626 |        0.430 |     1284.055
    1283.995 |        0.418 |     1284.414
    1284.289 |        0.431 |     1284.720
    1284.744 |        0.418 |     1285.162
    1285.171 |        0.405 |     1285.576
    1283.163 |        0.404 |     1283.567
    1282.823 |        0.427 |     1283.250
    1283.158 |        0.422 |     1283.581
    1283.557 |        0.410 |     1283.967
    1284.283 |        0.394 |     1284.677
    1282.459 |        0.403 |     1282.862
    1283.186 |        0.423 |     1283.609
    1283.436 |        0.425 |     1283.861
    1283.934 |        0.413 |     1284.347
    1283.490 |        0.412 |     1283.902
    1283.654 |        0.430 |     1284.083
    1282.238 |        0.456 |     1282.694
    1282.421 |        0.426 |     1282.847
    1282.620 |        0.406 |     1283.026
    1280.003 |        0.409 |     1280.411
    1279.123 |        0.401 |     1279.524
    1276.416 |        0.432 |     1276.848
    1275.432 |        0.423 |     1275.855
    1276.175 |        0.404 |     1276.579
    1276.191 |        0.411 |     1276.602
    1276.428 |        0.423 |     1276.851
    1275.977 |        0.448 |     1276.424
    1276.711 |        0.417 |     1277.128
    1276.943 |        0.425 |     1277.368
    1277.255 |        0.433 |     1277.689
    1277.883 |        0.410 |     1278.293
    1278.459 |        0.431 |     1278.891
    1278.939 |        0.466 |     1279.405
    1279.707 |        0.436 |     1280.142
    1280.167 |        0.460 |     1280.627
    1280.846 |        0.439 |     1281.285
    1280.530 |        0.516 |     1281.046
    1280.680 |        0.458 |     1281.138
    1280.011 |        0.422 |     1280.433
    1280.074 |        0.403 |     1280.477
    1280.696 |        0.406 |     1281.102
    1280.000 |        0.561 |     1280.561
    1280.406 |        0.485 |     1280.891
    1280.606 |        0.401 |     1281.007
    1280.826 |        0.405 |     1281.231
    1280.669 |        0.404 |     1281.073
    1280.873 |        0.425 |     1281.299
    1281.309 |        0.417 |     1281.726
    1281.722 |        0.405 |     1282.127
    1282.140 |        0.401 |     1282.541
    1279.510 |        0.434 |     1279.945
    1278.291 |        0.477 |     1278.768
    1278.177 |        0.469 |     1278.647
    1278.424 |        0.404 |     1278.828
    1278.470 |        0.409 |     1278.879
    1278.341 |        0.404 |     1278.745
    1278.570 |        0.444 |     1279.014
    1278.989 |        0.418 |     1279.407
    1278.449 |        0.412 |     1278.861
    1278.228 |        0.405 |     1278.633
    1278.645 |        0.427 |     1279.072
    1278.429 |        0.459 |     1278.888
    1277.419 |        0.465 |     1277.884
    1278.204 |        0.400 |     1278.605
    1278.509 |        0.403 |     1278.912
    1279.125 |        0.399 |     1279.525
    1277.910 |        0.463 |     1278.372
    1278.564 |        0.456 |     1279.019
    1277.345 |        0.402 |     1277.746
    1277.596 |        0.404 |     1278.000
    1278.081 |        0.407 |     1278.488
    1278.655 |        0.433 |     1279.089
    1277.460 |        0.418 |     1277.878
    1276.442 |        0.404 |     1276.846
    1277.083 |        0.401 |     1277.484
    1277.587 |        0.390 |     1277.978
    1278.022 |        0.400 |     1278.422
    1277.916 |        0.422 |     1278.338
    1278.517 |        0.430 |     1278.947
    1278.720 |        0.400 |     1279.120
    1278.976 |        0.401 |     1279.377
    1279.238 |        0.414 |     1279.652
    1274.085 |        0.434 |     1274.519
    1268.970 |        0.416 |     1269.387
    1269.036 |        0.431 |     1269.468
    1269.399 |        0.398 |     1269.797
    1269.079 |        0.400 |     1269.480
    1268.659 |        0.408 |     1269.067
    1268.837 |        0.463 |     1269.300
    1268.920 |        0.464 |     1269.383
    1269.292 |        0.435 |     1269.727
    1269.789 |        0.401 |     1270.190
    1265.513 |        0.427 |     1265.940
    1264.788 |        0.414 |     1265.202
    1265.232 |        0.411 |     1265.643
    1265.899 |        0.399 |     1266.298
    1266.576 |        0.402 |     1266.977
    1266.719 |        0.438 |     1267.157
    1266.717 |        0.426 |     1267.143
    1266.618 |        0.401 |     1267.019
    1267.093 |        0.402 |     1267.494
    1266.278 |        0.401 |     1266.679
    1265.173 |        0.443 |     1265.616
    1265.757 |        0.420 |     1266.177
    1265.768 |        0.391 |     1266.159
    1265.823 |        0.399 |     1266.222
    1262.221 |        0.437 |     1262.658
    1261.872 |        0.468 |     1262.340
    1262.621 |        0.463 |     1263.084
    1262.639 |        0.414 |     1263.053
    1263.087 |        0.406 |     1263.493
    1255.475 |        0.405 |     1255.880
    1256.076 |        0.417 |     1256.493
    1255.799 |        0.403 |     1256.203
    1253.365 |        0.421 |     1253.786
    1254.047 |        0.429 |     1254.476
    1253.472 |        0.399 |     1253.871
    1253.899 |        0.399 |     1254.298
    1253.731 |        0.422 |     1254.153
    1253.251 |        0.426 |     1253.677
    1251.324 |        0.416 |     1251.741
    1250.892 |        0.417 |     1251.309
    1247.191 |        0.424 |     1247.615
    1246.816 |        0.416 |     1247.232
    1247.349 |        0.433 |     1247.782
    1248.027 |        0.391 |     1248.418
    1247.448 |        0.406 |     1247.853
    1247.281 |        0.402 |     1247.682
    1247.964 |        0.469 |     1248.433
    1246.950 |        0.438 |     1247.388
    1247.623 |        0.409 |     1248.031
    1247.312 |        0.400 |     1247.712
    1247.943 |        0.420 |     1248.364
    1248.195 |        0.419 |     1248.613
    1248.866 |        0.422 |     1249.288
    1247.185 |        0.408 |     1247.592
    1247.465 |        0.400 |     1247.864
    1247.510 |        0.401 |     1247.911
    1243.646 |        0.461 |     1244.107
    1242.697 |        0.454 |     1243.151
    1240.008 |        0.397 |     1240.404
    1239.513 |        0.400 |     1239.914
    1239.260 |        0.417 |     1239.676
    1239.449 |        0.431 |     1239.880
    1239.445 |        0.439 |     1239.883
    1237.483 |        0.420 |     1237.904
    1236.548 |        0.422 |     1236.970
    1235.844 |        0.398 |     1236.242
    1233.529 |        0.437 |     1233.966
    1234.307 |        0.448 |     1234.755
    1234.095 |        0.424 |     1234.519
    1234.671 |        0.423 |     1235.094
    1235.049 |        0.415 |     1235.464
    1234.870 |        0.418 |     1235.288
    1234.719 |        0.423 |     1235.142
    1235.019 |        0.424 |     1235.443
    1233.701 |        0.396 |     1234.097
    1234.231 |        0.420 |     1234.652
    1234.159 |        0.421 |     1234.580
    1233.740 |        0.425 |     1234.165
    1234.459 |        0.418 |     1234.877
    1234.795 |        0.406 |     1235.201
    1235.503 |        0.407 |     1235.910
    1233.295 |        0.401 |     1233.695
    1233.704 |        0.417 |     1234.122
    1233.013 |        0.429 |     1233.442
    1231.225 |        0.404 |     1231.629
    1231.643 |        0.392 |     1232.034
    1230.540 |        0.409 |     1230.949
    1231.046 |        0.415 |     1231.461
    1230.186 |        0.470 |     1230.655
    1230.912 |        0.401 |     1231.313
    1230.877 |        0.411 |     1231.288
    1230.298 |        0.391 |     1230.688
    1229.962 |        0.442 |     1230.404
    1229.837 |        0.453 |     1230.290
    1230.566 |        0.397 |     1230.962
    1230.749 |        0.407 |     1231.156
    1230.140 |        0.407 |     1230.547
    1228.929 |        0.426 |     1229.356
    1229.504 |        0.421 |     1229.925
    1227.670 |        0.389 |     1228.059
    1227.897 |        0.405 |     1228.302
    1227.919 |        0.412 |     1228.331
    1227.784 |        0.425 |     1228.210
    1227.289 |        0.414 |     1227.703
    1227.907 |        0.411 |     1228.318
    1227.830 |        0.393 |     1228.223
    1228.135 |        0.401 |     1228.537
    1226.437 |        0.411 |     1226.848
    1226.722 |        0.486 |     1227.208
    1226.394 |        0.464 |     1226.858
    1226.810 |        0.396 |     1227.206
    1226.790 |        0.404 |     1227.194
    1226.070 |        0.406 |     1226.476
    1225.515 |        0.417 |     1225.932
    1225.774 |        0.440 |     1226.214
    1225.402 |        0.398 |     1225.800
    1223.271 |        0.405 |     1223.675
    1223.365 |        0.389 |     1223.754
    1224.086 |        0.412 |     1224.498
    1224.599 |        0.426 |     1225.025
    1224.066 |        0.418 |     1224.485
    1222.047 |        0.404 |     1222.450
    1221.378 |        0.396 |     1221.774
    1219.877 |        0.575 |     1220.452
    1217.419 |        0.488 |     1217.907
    1218.012 |        0.401 |     1218.413
    1218.640 |        0.399 |     1219.039
    1217.084 |        0.406 |     1217.490
    1215.530 |        0.452 |     1215.983
    1215.541 |        0.411 |     1215.952
    1216.283 |        0.398 |     1216.682
    1211.335 |        0.398 |     1211.733
    1212.078 |        0.413 |     1212.491
    1212.417 |        0.441 |     1212.858
    1212.854 |        0.399 |     1213.254
    1211.496 |        0.393 |     1211.889
    1210.870 |        0.397 |     1211.267
    1210.875 |        0.406 |     1211.281
    1209.788 |        0.422 |     1210.210
    1209.948 |        0.413 |     1210.361
    1210.554 |        0.422 |     1210.977
    1208.361 |        0.396 |     1208.757
    1208.309 |        0.484 |     1208.793
    1207.357 |        0.464 |     1207.821
    1205.820 |        0.430 |     1206.250
    1205.383 |        0.420 |     1205.802
    1205.282 |        0.402 |     1205.684
    1205.062 |        0.410 |     1205.472
    1205.651 |        0.417 |     1206.068
    1204.833 |        0.451 |     1205.285
    1205.479 |        0.420 |     1205.899
    1203.335 |        0.403 |     1203.737
    1201.963 |        0.407 |     1202.370
    1201.958 |        0.411 |     1202.369
    1201.679 |        0.423 |     1202.102
    1199.758 |        0.398 |     1200.156
    1199.471 |        0.398 |     1199.870
    1199.861 |        0.418 |     1200.279
    1200.172 |        0.409 |     1200.581
    1199.607 |        0.435 |     1200.042
    1199.270 |        0.420 |     1199.690
    1199.565 |        0.399 |     1199.964
    1199.833 |        0.409 |     1200.242
    1199.534 |        0.411 |     1199.946
    1200.065 |        0.438 |     1200.503
    1200.425 |        0.417 |     1200.842
    1199.954 |        0.403 |     1200.357
    1195.456 |        0.443 |     1195.898
    1196.240 |        0.443 |     1196.683
    1195.513 |        0.425 |     1195.938
    1195.441 |        0.415 |     1195.856
    1193.547 |        0.415 |     1193.962
    1193.797 |        0.408 |     1194.205
    1191.478 |        0.398 |     1191.876
    1191.450 |        0.427 |     1191.877
    1191.512 |        0.415 |     1191.927
    1191.510 |        0.423 |     1191.933
    1191.219 |        0.407 |     1191.626
    1191.695 |        0.425 |     1192.120
    1191.350 |        0.429 |     1191.778
    1191.643 |        0.423 |     1192.066
    1190.522 |        0.417 |     1190.939
    1191.018 |        0.400 |     1191.418
    1191.633 |        0.414 |     1192.048
    1191.290 |        0.406 |     1191.696
    1191.411 |        0.441 |     1191.852
    1191.002 |        0.415 |     1191.417
    1191.598 |        0.406 |     1192.004
    1191.172 |        0.406 |     1191.578
    1191.347 |        0.415 |     1191.761
    1191.660 |        0.511 |     1192.171
    1192.387 |        0.490 |     1192.877
    1192.740 |        0.486 |     1193.226
    1192.927 |        0.454 |     1193.381
    1192.232 |        0.426 |     1192.658
    1191.831 |        0.425 |     1192.256
    1192.182 |        0.422 |     1192.603
    1191.044 |        0.407 |     1191.450
    1189.976 |        0.399 |     1190.376
    1188.975 |        0.401 |     1189.376
    1188.577 |        0.428 |     1189.005
    1189.219 |        0.432 |     1189.651
    1189.669 |        0.400 |     1190.069
    1190.316 |        0.403 |     1190.719
    1190.451 |        0.432 |     1190.883
    1191.277 |        0.437 |     1191.714
    1189.723 |        0.445 |     1190.169
    1188.205 |        0.402 |     1188.607
    1188.833 |        0.412 |     1189.245
    1189.062 |        0.401 |     1189.464
    1189.772 |        0.420 |     1190.192
    1190.339 |        0.426 |     1190.765
    1190.891 |        0.406 |     1191.297
    1187.305 |        0.403 |     1187.709
    1187.941 |        0.403 |     1188.344
    1187.149 |        0.428 |     1187.577
    1185.784 |        0.453 |     1186.237
    1186.226 |        0.419 |     1186.646
    1185.781 |        0.421 |     1186.202
    1186.119 |        0.397 |     1186.516
    1186.846 |        0.441 |     1187.287
    1186.652 |        0.421 |     1187.073
    1187.124 |        0.424 |     1187.549
    1185.230 |        0.447 |     1185.677
    1183.939 |        0.409 |     1184.349
    1184.621 |        0.431 |     1185.051
    1185.356 |        0.418 |     1185.773
    1184.228 |        0.423 |     1184.651
    1184.768 |        0.408 |     1185.176
    1184.526 |        0.432 |     1184.958
    1184.854 |        0.422 |     1185.276
    1183.772 |        0.454 |     1184.226
    1183.987 |        0.465 |     1184.453
    1182.480 |        0.416 |     1182.895
    1183.081 |        0.426 |     1183.507
    1183.509 |        0.449 |     1183.958
    1183.414 |        0.480 |     1183.894
    1182.049 |        0.402 |     1182.451
    1182.127 |        0.435 |     1182.562
    1182.837 |        0.403 |     1183.240
    1183.387 |        0.456 |     1183.843
    1182.387 |        0.472 |     1182.859
    1183.121 |        0.416 |     1183.537
    1183.463 |        0.407 |     1183.871
    1182.793 |        0.407 |     1183.200
    1182.671 |        0.455 |     1183.126
    1179.653 |        0.455 |     1180.108
    1180.258 |        0.404 |     1180.663
    1180.655 |        0.420 |     1181.075
    1179.628 |        0.403 |     1180.031
    1180.063 |        0.450 |     1180.513
    1180.705 |        0.457 |     1181.162
    1181.038 |        0.443 |     1181.481
    1181.199 |        0.434 |     1181.632
    1181.292 |        0.469 |     1181.761
    1181.913 |        0.497 |     1182.410
    1182.236 |        0.505 |     1182.740
    1181.711 |        0.493 |     1182.204
    1181.759 |        0.485 |     1182.244
    1179.828 |        0.511 |     1180.340
    1179.000 |        0.498 |     1179.498
    1174.748 |        0.494 |     1175.243
    1174.996 |        0.490 |     1175.486
    1175.469 |        0.489 |     1175.959
    1175.755 |        0.507 |     1176.262
    1176.418 |        0.497 |     1176.915
    1177.126 |        0.479 |     1177.605
    1176.133 |        0.445 |     1176.578
    1175.784 |        0.466 |     1176.250
    1175.954 |        0.498 |     1176.452
    1176.749 |        0.412 |     1177.161
    1176.707 |        0.414 |     1177.121
    1177.173 |        0.442 |     1177.616
    1176.563 |        0.431 |     1176.994
    1177.223 |        0.437 |     1177.660
    1177.839 |        0.421 |     1178.261
    1177.204 |        0.427 |     1177.631
    1176.824 |        0.415 |     1177.238
    1177.433 |        0.481 |     1177.913
    1177.684 |        0.425 |     1178.109
    1178.302 |        0.419 |     1178.722
    1178.722 |        0.407 |     1179.129
    1179.437 |        0.401 |     1179.838
    1177.254 |        0.531 |     1177.785
    1177.244 |        0.430 |     1177.674
    1177.714 |        0.439 |     1178.154
    1174.230 |        0.406 |     1174.636
    1174.859 |        0.411 |     1175.270
    1173.698 |        0.456 |     1174.154
    1174.390 |        0.451 |     1174.841
    1175.027 |        0.437 |     1175.464
    1174.796 |        0.435 |     1175.231
    1174.562 |        0.425 |     1174.987
    1174.868 |        0.452 |     1175.320
    1173.655 |        0.425 |     1174.080
    1173.484 |        0.422 |     1173.906
    1173.988 |        0.414 |     1174.402
    1173.923 |        0.421 |     1174.344
    1173.756 |        0.439 |     1174.195
    1174.552 |        0.423 |     1174.975
    1174.352 |        0.406 |     1174.759
    1173.293 |        0.415 |     1173.708
    1172.265 |        0.447 |     1172.713
    1172.419 |        0.438 |     1172.856
    1172.881 |        0.415 |     1173.296
    1173.156 |        0.415 |     1173.571
    1173.901 |        0.424 |     1174.325
    1174.339 |        0.410 |     1174.750
    1173.338 |        0.439 |     1173.777
    1173.601 |        0.465 |     1174.066
    1174.064 |        0.418 |     1174.482
    1173.995 |        0.402 |     1174.397
    1174.584 |        0.426 |     1175.011
    1174.052 |        0.444 |     1174.496
    1173.657 |        0.462 |     1174.119
    1174.404 |        0.449 |     1174.854
    1172.287 |        0.427 |     1172.714
    1172.112 |        0.407 |     1172.518
    1170.590 |        0.447 |     1171.037
    1170.655 |        0.424 |     1171.079
    1171.222 |        0.429 |     1171.651
    1169.195 |        0.408 |     1169.602
    1168.116 |        0.415 |     1168.531
    1168.039 |        0.400 |     1168.440
    1166.740 |        0.432 |     1167.171
    1166.374 |        0.434 |     1166.808
    1166.104 |        0.399 |     1166.503
    1165.328 |        0.428 |     1165.755
    1166.073 |        0.428 |     1166.501
    1166.627 |        0.440 |     1167.067
    1167.404 |        0.426 |     1167.830
    1164.765 |        0.408 |     1165.173
    1162.964 |        0.419 |     1163.383
    1162.204 |        0.403 |     1162.607
    1162.763 |        0.427 |     1163.189
    1159.035 |        0.425 |     1159.460
    1158.820 |        0.416 |     1159.236
    1158.933 |        0.409 |     1159.342
    1156.998 |        0.393 |     1157.391
    1157.102 |        0.435 |     1157.537
    1157.118 |        0.430 |     1157.547
    1157.515 |        0.410 |     1157.924
    1158.088 |        0.406 |     1158.494
    1157.530 |        0.406 |     1157.936
    1157.204 |        0.437 |     1157.642
    1157.690 |        0.419 |     1158.109
    1157.120 |        0.409 |     1157.529
    1157.069 |        0.413 |     1157.482
    1157.211 |        0.419 |     1157.630
    1155.236 |        0.444 |     1155.680
    1155.832 |        0.456 |     1156.288
    1155.726 |        0.426 |     1156.151
    1154.496 |        0.435 |     1154.931
    1154.052 |        0.404 |     1154.456
    1154.556 |        0.449 |     1155.004
    1154.312 |        0.404 |     1154.717
    1154.649 |        0.442 |     1155.091
    1154.757 |        0.405 |     1155.162
    1155.499 |        0.421 |     1155.921
    1155.771 |        0.430 |     1156.201
    1154.346 |        0.452 |     1154.798
    1154.170 |        0.419 |     1154.590
    1154.844 |        0.413 |     1155.257
    1154.397 |        0.423 |     1154.820
    1153.201 |        0.407 |     1153.609
    1153.104 |        0.427 |     1153.531
    1153.113 |        0.422 |     1153.535
    1153.729 |        0.406 |     1154.135
    1153.611 |        0.402 |     1154.013
    1152.166 |        0.396 |     1152.562
    1152.000 |        0.435 |     1152.436
    1150.130 |        0.429 |     1150.558
    1150.894 |        0.400 |     1151.294
    1150.881 |        0.382 |     1151.263
    1151.421 |        0.403 |     1151.823
    1152.153 |        0.439 |     1152.592
    1151.223 |        0.426 |     1151.649
    1151.972 |        0.400 |     1152.372
    1152.127 |        0.394 |     1152.521
    1152.406 |        0.400 |     1152.806
    1151.659 |        0.474 |     1152.133
    1151.899 |        0.404 |     1152.303
    1152.286 |        0.402 |     1152.687
    1152.851 |        0.403 |     1153.253
    1153.276 |        0.407 |     1153.683
    1154.012 |        0.424 |     1154.437
    1153.891 |        0.402 |     1154.293
    1153.939 |        0.407 |     1154.346
    1153.051 |        0.403 |     1153.453
    1150.968 |        0.395 |     1151.363
    1151.583 |        0.396 |     1151.979
    1152.309 |        0.427 |     1152.736
    1151.080 |        0.425 |     1151.505
    1150.530 |        0.403 |     1150.933
    1151.266 |        0.394 |     1151.660
    1150.387 |        0.423 |     1150.811
    1150.946 |        0.453 |     1151.399
    1151.033 |        0.416 |     1151.450
    1150.976 |        0.396 |     1151.373
    1149.243 |        0.396 |     1149.640
    1149.570 |        0.424 |     1149.994
    1148.443 |        0.448 |     1148.892
    1148.773 |        0.401 |     1149.174
    1149.120 |        0.401 |     1149.521
    1147.953 |        0.397 |     1148.351
    1148.171 |        0.445 |     1148.617
    1148.657 |        0.422 |     1149.080
    1149.154 |        0.409 |     1149.563
    1148.737 |        0.404 |     1149.141
    1148.766 |        0.411 |     1149.177
    1144.024 |        0.389 |     1144.413
    1143.602 |        0.412 |     1144.013
    1144.218 |        0.415 |     1144.634
    1144.974 |        0.411 |     1145.385
